datetime,id,carrier,date,connection,arrival,delay,name,delay_minutes,hour,day,month,year,dayofweek,quarter,is_weekend,is_month_start,is_month_end,is_morning_rush,is_evening_rush,part_of_day,avg_delay_by_carrier,std_delay_by_carrier,count_by_carrier,avg_delay_by_station,std_delay_by_station,count_by_station,avg_delay_by_connection,avg_delay_by_hour,avg_delay_by_dayofweek,avg_delay_carrier_hour,carrier_encoded,connection_freq,delay_freq,name_encoded,part_of_day_encoded
2022-05-16 00:00:00,35100/1  MAŁOPOLSKA,PKP Intercity,2022-05-15,Kraków Główny - Gdynia Główna,22:07,177 min,Gdynia Główna,177,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.965373,13.609662,68906,5.1081915,11.485486,2.331298,13.398506,5,72270,62,14,3
2022-05-16 00:00:00,59698  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Wejherowo - Gdańsk Główny,00:06,0 min,Gdynia Główna,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,2.965373,13.609662,68906,0.0647343,11.485486,2.331298,0.21781489,6,9315,2834968,14,3
2022-05-16 00:00:00,95699  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Gdańsk Śródmieście - Wejherowo,00:06,0 min,Gdynia Główna,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,2.965373,13.609662,68906,0.03381144,11.485486,2.331298,0.21781489,6,136581,2834968,14,3
2022-05-16 00:00:00,95401  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Gdańsk Śródmieście - Gdynia Cisowa,00:37,0 min,Gdynia Główna,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,2.965373,13.609662,68906,0.007261247,11.485486,2.331298,0.21781489,6,12670,2834968,14,3
2022-05-16 00:00:00,38170/1  USTRONIE,PKP Intercity,2022-05-16,Kraków Główny - Kołobrzeg,05:58,0 min,Gdynia Główna,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.965373,13.609662,68906,6.1198764,11.485486,2.331298,13.398506,5,24225,2834968,14,3
2022-05-16 00:00:00,35172/3  ROZEWIE,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,06:34,1 min,Gdynia Główna,1,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.965373,13.609662,68906,5.1081915,11.485486,2.331298,13.398506,5,72270,290496,14,3
2022-05-16 00:00:00,35170/1  KARPATY,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,08:33,0 min,Gdynia Główna,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.965373,13.609662,68906,5.1081915,11.485486,2.331298,13.398506,5,72270,2834968,14,3
2022-05-16 00:00:00,35100/1  MAŁOPOLSKA,PKP Intercity,2022-05-15,Kraków Główny - Gdynia Główna,21:58,178 min,Sopot,178,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1681464,13.794095,68482,5.1081915,11.485486,2.331298,13.398506,5,72270,123,54,3
2022-05-16 00:00:00,59698  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Wejherowo - Gdańsk Główny,00:21,0 min,Sopot,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,3.1681464,13.794095,68482,0.0647343,11.485486,2.331298,0.21781489,6,9315,2834968,54,3
2022-05-16 00:00:00,95401  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Gdańsk Śródmieście - Gdynia Cisowa,00:23,0 min,Sopot,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,3.1681464,13.794095,68482,0.007261247,11.485486,2.331298,0.21781489,6,12670,2834968,54,3
2022-05-16 00:00:00,38170/1  USTRONIE,PKP Intercity,2022-05-16,Kraków Główny - Kołobrzeg,05:47,0 min,Sopot,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1681464,13.794095,68482,6.1198764,11.485486,2.331298,13.398506,5,24225,2834968,54,3
2022-05-16 00:00:00,35172/3  ROZEWIE,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,06:24,2 min,Sopot,2,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1681464,13.794095,68482,5.1081915,11.485486,2.331298,13.398506,5,72270,128428,54,3
2022-05-16 00:00:00,35170/1  KARPATY,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,08:22,0 min,Sopot,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1681464,13.794095,68482,5.1081915,11.485486,2.331298,13.398506,5,72270,2834968,54,3
2022-05-16 00:00:00,35100/1  MAŁOPOLSKA,PKP Intercity,2022-05-15,Kraków Główny - Gdynia Główna,21:42,178 min,Gdańsk Główny,178,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1524963,13.515931,67300,5.1081915,11.485486,2.331298,13.398506,5,72270,123,4,3
2022-05-16 00:00:00,95401  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Gdańsk Śródmieście - Gdynia Cisowa,00:03,0 min,Gdańsk Główny,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,3.1524963,13.515931,67300,0.007261247,11.485486,2.331298,0.21781489,6,12670,2834968,4,3
2022-05-16 00:00:00,83170/1  USTRONIE,PKP Intercity,2022-05-16,Kołobrzeg - Kraków Główny,00:07,4 min,Gdańsk Główny,4,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1524963,13.515931,67300,10.684913,11.485486,2.331298,13.398506,5,26234,53485,4,3
2022-05-16 00:00:00,59486  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Gdynia Cisowa - Gdańsk Główny,00:12,7 min,Gdańsk Główny,7,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,3.1524963,13.515931,67300,0.22303474,11.485486,2.331298,0.21781489,6,1641,22803,4,3
2022-05-16 00:00:00,59698  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Wejherowo - Gdańsk Główny,00:43,0 min,Gdańsk Główny,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,3.1524963,13.515931,67300,0.0647343,11.485486,2.331298,0.21781489,6,9315,2834968,4,3
2022-05-16 00:00:00,38170/1  USTRONIE,PKP Intercity,2022-05-16,Kraków Główny - Kołobrzeg,05:29,0 min,Gdańsk Główny,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1524963,13.515931,67300,6.1198764,11.485486,2.331298,13.398506,5,24225,2834968,4,3
2022-05-16 00:00:00,35172/3  ROZEWIE,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,06:06,3 min,Gdańsk Główny,3,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1524963,13.515931,67300,5.1081915,11.485486,2.331298,13.398506,5,72270,72148,4,3
2022-05-16 00:00:00,35170/1  KARPATY,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,08:04,0 min,Gdańsk Główny,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,3.1524963,13.515931,67300,5.1081915,11.485486,2.331298,13.398506,5,72270,2834968,4,3
2022-05-16 00:00:00,35100/1  MAŁOPOLSKA,PKP Intercity,2022-05-15,Kraków Główny - Gdynia Główna,21:49,178 min,Gdańsk Wrzeszcz,178,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.8402846,13.213654,68453,5.1081915,11.485486,2.331298,13.398506,5,72270,123,9,3
2022-05-16 00:00:00,83170/1  USTRONIE,PKP Intercity,2022-05-16,Kołobrzeg - Kraków Główny,Nie dotyczy,4 min,Gdańsk Wrzeszcz,4,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.8402846,13.213654,68453,10.684913,11.485486,2.331298,13.398506,5,26234,53485,9,3
2022-05-16 00:00:00,59486  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Gdynia Cisowa - Gdańsk Główny,00:03,8 min,Gdańsk Wrzeszcz,8,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,2.8402846,13.213654,68453,0.22303474,11.485486,2.331298,0.21781489,6,1641,20584,9,3
2022-05-16 00:00:00,95401  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Gdańsk Śródmieście - Gdynia Cisowa,00:10,0 min,Gdańsk Wrzeszcz,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,2.8402846,13.213654,68453,0.007261247,11.485486,2.331298,0.21781489,6,12670,2834968,9,3
2022-05-16 00:00:00,59698  ,PKP SKM w Trójmieście Sp. z o.o.,2022-05-16,Wejherowo - Gdańsk Główny,00:34,0 min,Gdańsk Wrzeszcz,0,0,16,5,2022,0,2,0,0,0,0,0,,0.1029401,3.5204265,517534,2.8402846,13.213654,68453,0.0647343,11.485486,2.331298,0.21781489,6,9315,2834968,9,3
2022-05-16 00:00:00,38170/1  USTRONIE,PKP Intercity,2022-05-16,Kraków Główny - Kołobrzeg,05:36,0 min,Gdańsk Wrzeszcz,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.8402846,13.213654,68453,6.1198764,11.485486,2.331298,13.398506,5,24225,2834968,9,3
2022-05-16 00:00:00,35172/3  ROZEWIE,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,06:13,2 min,Gdańsk Wrzeszcz,2,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.8402846,13.213654,68453,5.1081915,11.485486,2.331298,13.398506,5,72270,128428,9,3
2022-05-16 00:00:00,35170/1  KARPATY,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,08:11,0 min,Gdańsk Wrzeszcz,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,2.8402846,13.213654,68453,5.1081915,11.485486,2.331298,13.398506,5,72270,2834968,9,3
2022-05-16 00:00:00,41002/3 (102) POLONIA,PKP Intercity,2022-05-15,Bohumin - Warszawa Wschodnia,21:49,162 min,Warszawa Wschodnia,162,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,23.367615,11.485486,2.331298,13.398506,5,10054,153,79,3
2022-05-16 00:00:00,31100/1 (102) MALINOWSKI,PKP Intercity,2022-05-15,Przemyśl Główny - Warszawa Wschodnia,23:31,34 min,Warszawa Wschodnia,34,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,3.2162125,11.485486,2.331298,13.398506,5,7451,3015,79,3
2022-05-16 00:00:00,19890/1 (102) ,Koleje Mazowieckie,2022-05-16,Warszawa Zachodnia - Siedlce,00:01,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,4.620902,19.502745,76595,0.116762176,11.485486,2.331298,11.2702055,2,6980,2834968,79,3
2022-05-16 00:00:00,71000/1 (249) BEROLINUM,PKP Intercity,2022-05-16,Frankfurt/Oder - Warszawa Wschodnia,00:02,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,23.559841,11.485486,2.331298,13.398506,5,14288,2834968,79,3
2022-05-16 00:00:00,99894/5 (249) ,SKM Warszawa,2022-05-16,Warszawa Lotnisko Chopina - Warszawa Wschodnia,00:15,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,1.0509512,7.6559134,341189,4.620902,19.502745,76595,0.34092236,11.485486,2.331298,41.56614,8,1713,2834968,79,3
2022-05-16 00:00:00,21644/5 (249) ,Koleje Mazowieckie,2022-05-16,Radom Główny - Warszawa Wschodnia,00:46,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,4.620902,19.502745,76595,2.7307806,11.485486,2.331298,11.2702055,2,23531,2834968,79,3
2022-05-16 00:00:00,38170/1 (249) USTRONIE,PKP Intercity,2022-05-16,Kraków Główny - Kołobrzeg,01:23,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,6.1198764,11.485486,2.331298,13.398506,5,24225,2834968,79,3
2022-05-16 00:00:00,83170/1 (249) USTRONIE,PKP Intercity,2022-05-16,Kołobrzeg - Kraków Główny,03:45,2 min,Warszawa Wschodnia,2,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,10.684913,11.485486,2.331298,13.398506,5,26234,128428,79,3
2022-05-16 00:00:00,35170/1 (249) KARPATY,PKP Intercity,2022-05-16,Kraków Główny - Gdynia Główna,04:51,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,5.1081915,11.485486,2.331298,13.398506,5,72270,2834968,79,3
2022-05-16 00:00:00,91130/1 (249) ZOSIA,PKP Intercity,2022-05-16,Łódź Fabryczna - Warszawa Wschodnia,06:31,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,8.500846,11.485486,2.331298,13.398506,5,17141,2834968,79,3
2022-05-16 00:00:00,81170/1 (249) UZNAM,PKP Intercity,2022-05-16,Świnoujście - Warszawa Wschodnia,07:05,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,2.9390807,11.485486,2.331298,13.398506,5,25345,2834968,79,3
2022-05-16 00:00:00,61170/1 (249) KARKONOSZE,PKP Intercity,2022-05-16,Jelenia Góra - Warszawa Wschodnia,07:16,0 min,Warszawa Wschodnia,0,0,16,5,2022,0,2,0,0,0,0,0,,6.2486997,21.925186,1271352,4.620902,19.502745,76595,3.7218773,11.485486,2.331298,13.398506,5,13210,2834968,79,3
2022-05-16 00:00:00,99894/5  ,SKM Warszawa,2022-05-16,Warszawa Lotnisko Chopina - Warszawa Wschodnia,00:04,0 min,Warszawa Ochota,0,0,16,5,2022,0,2,0,0,0,0,0,,1.0509512,7.6559134,341189,1.2351395,8.6214695,67309,0.34092236,11.485486,2.331298,41.56614,8,1713,2834968,69,3
2022-05-16 00:00:00,91888/9  ,Koleje Mazowieckie,2022-05-16,Siedlce - Warszawa Zachodnia,00:09,1 min,Warszawa Ochota,1,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2351395,8.6214695,67309,0.91541624,11.485486,2.331298,11.2702055,2,23858,290496,69,3
2022-05-16 00:00:00,19300/1  ,Koleje Mazowieckie,2022-05-16,Warszawa Wschodnia - Grodzisk Mazowiecki,00:28,0 min,Warszawa Ochota,0,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2351395,8.6214695,67309,1.163184,11.485486,2.331298,11.2702055,2,11294,2834968,69,3
2022-05-16 00:00:00,21644/5  ,Koleje Mazowieckie,2022-05-16,Radom Główny - Warszawa Wschodnia,00:34,0 min,Warszawa Ochota,0,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2351395,8.6214695,67309,2.7307806,11.485486,2.331298,11.2702055,2,23531,2834968,69,3
2022-05-16 00:00:00,91888/9  ,Koleje Mazowieckie,2022-05-16,Siedlce - Warszawa Zachodnia,00:03,2 min,Warszawa Powiśle,2,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2689432,8.868489,67795,0.91541624,11.485486,2.331298,11.2702055,2,23858,128428,71,3
2022-05-16 00:00:00,99894/5  ,SKM Warszawa,2022-05-16,Warszawa Lotnisko Chopina - Warszawa Wschodnia,00:10,0 min,Warszawa Powiśle,0,0,16,5,2022,0,2,0,0,0,0,0,,1.0509512,7.6559134,341189,1.2689432,8.868489,67795,0.34092236,11.485486,2.331298,41.56614,8,1713,2834968,71,3
2022-05-16 00:00:00,19300/1  ,Koleje Mazowieckie,2022-05-16,Warszawa Wschodnia - Grodzisk Mazowiecki,00:22,0 min,Warszawa Powiśle,0,0,16,5,2022,0,2,0,0,0,0,0,,1.5895629,10.997379,771112,1.2689432,8.868489,67795,1.163184,11.485486,2.331298,11.2702055,2,11294,2834968,71,3
